"Tradename";"License #";"UBI";"Street Address";"Suite/Rm";"City";"State";"County";"ZipCode";"PrivDesc";"PrivilegeStatus";"DayPhone"
"EVERGREEN STATE ENTERPRISES LLC              ";"422911";"6036041830010002";"2807 OLYMPIC HWY STE D        ";"                         ";"ABERDEEN                ";"WA";"GRAYS HARBOR";"985203158";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"EVERGREEN STATE, LLC                         ";"420423";"6035194100010001";"6908 8TH AVE NE               ";"                         ";"SEATTLE                 ";"WA";"KING";"981155548";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"EVERYDAY ESSENRIALS II                       ";"421684";"6035639140010001";"7824 RIVER RD E               ";"                         ";"PUYALLUP                ";"WA";"PIERCE";"983713816";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"EXPONENTIAL 3                                ";"422001";"6035781200010002";"12802 BEL-RED RD STE B        ";"                         ";"BELLEVUE                ";"WA";"KING";"980052603";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"FALL CITY PHARMS                             ";"420459";"6035506920010001";"4555 165TH AVE SE             ";"                         ";"BELLEVUE                ";"WA";"KING";"980068923";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"FILLABONG                                    ";"415210";"6035601210010003";"4978 SE MILE HILL DR          ";"                         ";"PORT ORCHARD            ";"WA";"KITSAP";"983662102";"MEDICAL ENDORSEMENT                ";"ACTIVE (ISSUED)";"3604432293"
"FILLABONG                                    ";"415210";"6035601210010004";"3249 PERRY AVE STE B          ";"                         ";"BREMERTON               ";"WA";"KITSAP";"983105371";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"FILLABONG                                    ";"415211";"6035601210010002";"2839 NW KITSAP PL STE A       ";"                         ";"SILVERDALE              ";"WA";"KITSAP";"983839447";"MEDICAL ENDORSEMENT                ";"PENDING (ISSUED)";"3606980353"
"FIRE AND FROST LLC                           ";"422560";"6035533320010001";"11222 PACIFIC AVE S STE B     ";"                         ";"TACOMA                  ";"WA";"PIERCE";"984445526";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"FIREHOUSE CANNABIS, LLC                      ";"413767";"6035595850010001";"9827 E SPRAGUE AVE            ";"                         ";"SPOKANE VALLEY          ";"WA";"SPOKANE";"992063639";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"FIRST AND THIRD, INC.                        ";"422693";"6033264170010005";"1458 LAKE SAMISH RD STE B     ";"                         ";"BELLINGHAM              ";"WA";"WHATCOM";"982297010";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"FIVE POINTS OF PIERCE COUNTY LLC             ";"422566";"6034477130010003";"2510 SANDRA AVE               ";"                         ";"CENTRALIA               ";"WA";"LEWIS";"985319649";"MEDICAL ENDORSEMENT                ";"ACTIVE (ISSUED)";"2538644924"
"FIVE STAR TRADING COMPANY                    ";"423000";"6033437360010006";"3079 156TH AVE SE             ";"                         ";"BELLEVUE                ";"WA";"KING";"980076526";"MEDICAL ENDORSEMENT                ";"ACTIVE (ISSUED)";"4258706335"
"FIVE STAR TRADING COMPANY, LLC               ";"420397";"6033437360010004";"9920 STATE AVE STE B          ";"                         ";"MARYSVILLE              ";"WA";"SNOHOMISH";"982702255";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"FIVE STAR TRADING COMPANY, LLC               ";"420733";"6033437360010005";"26625 OLD HWY 99TH N          ";"STE C                    ";"STANWOOD                ";"WA";"SNOHOMISH";"98292    ";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"FLORAL FANATIX LLC                           ";"422059";"6035815060010001";"7207 212TH ST SW STE A        ";"                         ";"EDMONDS                 ";"WA";"SNOHOMISH";"980267735";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"FLOWER POWER                                 ";"422007";"6035792500010001";"UNKNOWN                       ";"                         ";"MOSES LAKE              ";"WA";"";"98837    ";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"FORBIDDEN CANNABIS CLUB                      ";"414775";"6034232020010002";"22308 HWY 410 E UNIT B        ";"                         ";"BONNEY LAKE             ";"WA";"PIERCE";"983914073";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"FORBIDDEN CANNABIS CLUB                      ";"422785";"6036035410010001";"18920 PACIFIC AVE S STE E     ";"                         ";"SPANAWAY                ";"WA";"PIERCE";"983878325";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"FORBIDDEN CANNABIS LLC                       ";"414803";"6036041410010001";"7604 SOUTH TACOMA WAY STE B   ";"                         ";"TACOMA                  ";"WA";"PIERCE";"984093808";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"FORBIDDEN FLOWER SEATTLE LLC                 ";"422303";"6035905870010001";"6049 S 129TH ST STE A         ";"                         ";"SEATTLE                 ";"WA";"KING";"981784692";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"FOREVER GREEN CANNABIS                       ";"420969";"6035546140010001";"UNKNOWN                       ";"                         ";"SHORELINE               ";"WA";"";"981770000";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"FOUR TWENTY                                  ";"420491";"6035506200010001";"17400 W BIG LAKE BLVD         ";"                         ";"MOUNT VERNON            ";"WA";"SKAGIT";"982748381";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"FRANKY & ROSCOE'S LLC                        ";"421728";"6033504330010005";"5059 JOPPA ST SW  STE A       ";"                         ";"TUMWATER                ";"WA";"THURSTON";"985126780";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"FREEDOM MARKET                               ";"414280";"6034103470010001";"820A WESTSIDE HWY             ";"                         ";"KELSO                   ";"WA";"COWLITZ";"986264355";"MEDICAL ENDORSEMENT                ";"ACTIVE (ISSUED)";"3603550682"
"FREELAND CANNABIS COMPANY                    ";"422777";"6036018460010001";"18646 SR 525                  ";"STE B                    ";"FREELAND                ";"WA";"ISLAND";"982498752";"MEDICAL ENDORSEMENT                ";"ACTIVE (ISSUED)";"4255126880"
"FREMONT GARDENS                              ";"421708";"6032611830010002";"316 N 36TH ST STE B           ";"                         ";"SEATTLE                 ";"WA";"KING";"981038953";"MEDICAL ENDORSEMENT                ";"ACTIVE (ISSUED)";"2066327126"
"FRESH ALTERNATIVE MEDICINE, INC.             ";"420645";"6034781520010001";"27206 88TH AVE. NW            ";"                         ";"STANWOOD                ";"WA";"SNOHOMISH";"98292    ";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"FRESH GREENS                                 ";"421163";"6035454680010001";"LOT 36 A GALA AVE             ";"                         ";"CHELAN                  ";"WA";"CHELAN";"98816    ";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"FUMO LLC                                     ";"422898";"6033579230010004";"1209 HWY 281 SPUR             ";"SUITE J                  ";"QUINCY                  ";"WA";"GRANT";"98848    ";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"FUMO LLC                                     ";"422995";"6033579230010005";"12539 E MARGINAL WAY S STE A  ";"                         ";"TUKWILA                 ";"WA";"KING";"981682560";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"FUMO LLC                                     ";"423007";"6033579230010006";"2653 N NYHUS ST  STE B        ";"                         ";"WESTPORT                ";"WA";"GRAYS HARBOR";"985959760";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"FWEEDOM CANNABIS                             ";"412922";"6028304620010002";"12001 AURORA AVE N            ";"UNIT #1                  ";"SEATTLE                 ";"WA";"KING";"981338249";"MEDICAL ENDORSEMENT                ";"ACTIVE (ISSUED)";"2063515121"
"FWEEDOM CANNABIS                             ";"415031";"6033575180010001";"21911 64TH AVE W   STE D      ";"STE D                    ";"MOUNTLAKE TERRACE       ";"WA";"SNOHOMISH";"980430000";"MEDICAL ENDORSEMENT                ";"ACTIVE (ISSUED)";"4259540640"
"GANJA GODDESS                                ";"413558";"6033283210010001";"3207 1ST AVE S UNIT A         ";"                         ";"SEATTLE                 ";"WA";"KING";"981341819";"MEDICAL ENDORSEMENT                ";"ACTIVE (ISSUED)";"2066827220"
"GANJA THAI                                   ";"421854";"6035761450010001";"14205 NE AIRPORT DR           ";"                         ";"VANCOUVER               ";"WA";"CLARK";"986847465";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"GANJA VITA                                   ";"415539";"6033594670010003";"23441 NE STATE ROUTE 3        ";"                         ";"BELFAIR                 ";"WA";"MASON";"985280000";"MEDICAL ENDORSEMENT                ";"ACTIVE (ISSUED)";"2535143949"
"GANJA VITA II LLC                            ";"422902";"6035588190010003";"23441 NE STATE ROUTE 3 STE C1 ";"                         ";"BELFAIR                 ";"WA";"MASON";"985288342";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"GANJA VITA III LLC                           ";"421321";"6035588430010001";"23441 NE STATE RT 3 STE B-2   ";"                         ";"BELFAIR                 ";"WA";"MASON";"985288342";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"GARY'S GRASS                                 ";"421209";"6035577250010001";"1941 NE DALLAS ST             ";"                         ";"CAMAS                   ";"WA";"CLARK";"986071120";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"GCL & CO.                                    ";"412133";"6033465440010002";"4785 ROAD W SE                ";"                         ";"WARDEN                  ";"WA";"GRANT";"988579348";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"GEORGETOWN CANNABIS MUSEUM                   ";"421202";"6035535070010001";"6111 12TH AVE S               ";"                         ";"SEATTLE                 ";"WA";"KING";"981082703";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"GEORGETOWN HEALTH CLUB LLC                   ";"421010";"6032310010010001";"6253 13TH AVE S               ";"                         ";"SEATTLE                 ";"WA";"KING";"981082709";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"GLOBODYNE                                    ";"414982";"6033500470010005";"3223 PINE ST                  ";"                         ";"EVERETT                 ";"WA";"SNOHOMISH";"982014536";"MEDICAL ENDORSEMENT                ";"CLOSED (PERMANENT)";"          "
"GLOBODYNE                                    ";"421005";"6033500470010006";"3015 EVERETT AVE              ";"                         ";"EVERETT                 ";"WA";"SNOHOMISH";"982013822";"MEDICAL ENDORSEMENT                ";"ACTIVE (ISSUED)";"4258793437"
"GLOBODYNE INDUSTRIES INC                     ";"421113";"6033500470010007";"8901 EVERGREEN WAY            ";"                         ";"EVERETT                 ";"WA";"SNOHOMISH";"982082626";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"GO RECREATIONAL LLC                          ";"421132";"6031818820010002";"9823 16TH AVE SW              ";"                         ";"SEATTLE                 ";"WA";"KING";"981062830";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"GOLD BAR MARIJUANA                           ";"422168";"6035559160010003";"16810 415TH AVE SE UNIT A2    ";"                         ";"GOLD BAR                ";"WA";"SNOHOMISH";"982510000";"MEDICAL ENDORSEMENT                ";"ACTIVE (ISSUED)";"2067553751"
"GOLDEN DISPENSARIES                          ";"414292";"6033556170010001";"650 LLAMA LN                  ";"                         ";"GOLDENDALE              ";"WA";"KLICKITAT";"986209140";"MEDICAL ENDORSEMENT                ";"ACTIVE (ISSUED)";"5097730700"
"GOLDEN LEAF                                  ";"421689";"6035715270010001";"26220 116TH AVE SE STE 100    ";"                         ";"KENT                    ";"WA";"KING";"980308663";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"GOOBIE'S DOOBIES                             ";"421953";"6035764710010001";"28680 MAPLE VALLEY BLACK      ";"DIAMOND RD SE STE A      ";"MAPLE VALLEY            ";"WA";"KING";"980388193";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"GOOD TIMES                                   ";"422661";"6035719700010001";"2033 4TH AVE                  ";"                         ";"SEATTLE                 ";"WA";"KING";"981212414";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"GOODBUDS                                     ";"415294";"6023777230010001";"5384 NW K RD STE A            ";"                         ";"QUINCY                  ";"WA";"GRANT";"988480000";"MEDICAL ENDORSEMENT                ";"ACTIVE (ISSUED)";"5093988843"
"GRANDMA'S PLACE                              ";"421627";"6004387890010001";"4532 EVERGREEN WAY            ";"                         ";"EVERETT                 ";"WA";"SNOHOMISH";"982032226";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"GRASS                                        ";"414785";"6033280120010001";"14343 15TH AVE NE             ";"                         ";"SEATTLE                 ";"WA";"KING";"981253162";"MEDICAL ENDORSEMENT                ";"ACTIVE (ISSUED)";"2066438576"
"GRASS ROOTS COLLECTIVE                       ";"420418";"6034280970010002";"2200 PACIFIC ST               ";"                         ";"BELLINGHAM              ";"WA";"WHATCOM";"982295824";"MEDICAL ENDORSEMENT                ";"CLOSED (PERMANENT)";"          "
